child_dialect_count	child_family_count	child_language_count	family_pk	father_pk	hid	id	latitude	longitude	longitude	name	pk	Bantu_status	Ethnologue_Population	Ethnologue_L1	Ethnologue_L2	L2_extra_source_if_not_ethnologue	Num_of_neighbours_within_50k	tree_name	Guthrie	presence_in_Grollemund	comments_Grollemund_tree	level_of_description
2	0	0	104955	106696	ymk	makw1236	-10.4673	40.0274	400.274	Makwe	30723	Narrow Bantu	"22,000 in Mozambique (2003). Total users in all countries: 32,000."	22000			0		G42 G43	0		
0	0	0	104955	106696	ccl	cutc1238	-3.13905	38.6217	386.217	Cutchi-Swahili	30727	Narrow Bantu	"45,000 (Maho and Sands 2002). Approximately 45,000 in Tanzania in the early 1970s (Maho and Sands 2002)."	45000			0		G42 G43?	0		
0	0	0	104955	106695	wlc	mwal1237	-12.3164	43741	43741	Mwali Comorian	30728	Narrow Bantu	"27,200 in Comoros (2000). Total users in all countries: 28,700."	27200			0		G44	0		
0	0	0	104955	106763	wni	ndzw1235	-12.2123	44.3709	443.709	Ndzwani Comorian	30726	Narrow Bantu	"264,000 in Comoros (2000). Total users in all countries: 275,000."	264000			0		G44	0		no description
0	0	0	104955	106695	zdj	ngaz1238	-11.6129	43.36	43.36	Ngazidja Comorian	30708	Narrow Bantu	"300,000 in Comoros (2004). Total users in all countries: 312,000."	300000			0	G44a_Ngazija	G44	1		
2	0	0	104955	106763	swb	maor1244	-15.4055	45.1362	451.362	Maore Comorian	30729	Narrow Bantu	"132,000 in Mayotte (2004 J. Leclerc). Total users in all countries: 136,500."	132000			0	G44D_Maore	G44d	1		
0	0	0	104955	30671	poy	pogo1243	-8.72283	36.4148	364.148	Pogolo	30673	Narrow Bantu	"185,000 (1987)."	185000			0	G51_Pogoro	G51	1		
0	0	0	104955	30671	ndj	ndam1239	-8.40485	36.0271	360.271	Ndamba	30672	Narrow Bantu	"55,000 (1987)."	55000			1	G52_Ndamba	G52	1		
0	0	0	104955	107029	sbp	sang1330	-6.3	39.35	39.35	Sangu (Tanzania)	30683	Narrow Bantu	"75,000 (1987), decreasing."	75000			0	G61_Sangu	G61	1		
0	0	0	104955	107026	heh	hehe1240	-7.71572	35.7255	357.255	Hehe	30681	Narrow Bantu	"1,080,000 (2013 J. Leclerc)."	1080000			0	G62_Hehe	G62	1		
0	0	0	104955	107026	bez	bena1262	-9.26671	35.0364	350.364	Bena (Tanzania)	30682	Narrow Bantu	"670,000 (Johnstone and Mandryk 2001)."	670000			0	G63_Bena	G63	1		
1	0	0	104955	107027	pbr	pang1287	-9.96782	34.8039	348.039	Pangwa	30686	Narrow Bantu	"95,000 (2002)."	95000			2	G64_Pangwa	G64	1		
0	0	0	104955	30676	gmx	mago1246	-9.23498	33.9826	339.826	Magoma	30677	Narrow Bantu	"9,000 (2003 SIL)."	9000			2		G65 G651	0		no description
1	0	0	104955	30676	zga	nucl1379	-9.35868	34.2321	342.321	Nuclear Kinga	30678	Narrow Bantu	"140,000 (2003). 57,000 in Makete District."	140000			2	G65_Kinga	G65 G651	1		
0	0	0	104955	107029	wbi	vwan1235	-9.00683	34.0757	340.757	Vwanji	30675	Narrow Bantu	"28,000 (2003 SIL)."	28000			2	G66_Wanji	G66	1		
0	0	0	104955	107027	kiz	kisi1243	-9.93	34.4825	344.825	Kisi	30680	Narrow Bantu	"10,200 (2001). Ethnic population: 18,000."	10200			1		G67	0		
3	0	0	104955	106585	ktu	kitu1246	-2.29601	17.1548	171.548	Kituba (Democratic Republic of Congo)	30809	Narrow Bantu	"4,200,000 (1990 UBS). L2 users: 800,000."	4200000	800000		2		H10?	0		
0	0	0	104955	106585	mkw	kitu1245	-4.15654	14.5648	145.648	Kituba (Congo)	30797	Narrow Bantu	"1,160,000 (1987 SIL)."	1160000			0		H10?	0		
2	0	0	104955	106098	beq	beem1239	-3.95895	14.1	14.1	Beembe	30835	Narrow Bantu	"100,000 (2007 census)."	100000			0	H11_Beembe	H11 H111 H112	1		
0	0	0	104955	106098	dde	doon1238	-4.30483	13.5641	135.641	Doondo	30842	Narrow Bantu	"30,000 (2007 census)."	30000			2		H11 H111 H112	0		
0	0	0	104955	106759	xku	kaam1238	-4.0409	13284	13284	Kaamba	30838	Narrow Bantu	"1,500 (2007 census)."	1500			2		H11 H111 H112	0		
1	0	0	104955	106449	vif	vili1238	-4.06716	11.3804	113.804	Vili	30843	Narrow Bantu	"7,310 in Congo (2000). Total users in all countries: 11,000."	7310			0	H12_Civili_Congo	H12	1		
1	0	0	104955	106586	njx	kuny1238	-3.69702	12.5197	125.197	Kunyi	30845	Narrow Bantu	"52,000 (1984 census)."	52000			0	H13_Kikunyi_1989	H13	1		
0	0	0	104955	106759	sdj	suun1239	-4.58488	13.3212	133.212	Suundi	30847	Narrow Bantu	"121,000 (2000)."	121000			1	H131_Kisundi_Congo_Kimongo_1988	H131	1		
9	0	0	104955	106585	kng	koon1244	-5.57722	14.4771	144.771	Koongo	30798	Narrow Bantu	"3,000,000 in Democratic Republic of the Congo (1982 UBS). L2 users: 5,000,000 in Democratic Republic of the Congo. Total users in all countries: 10,016,500 (as L1: 5,016,500; as L2: 5,000,000)."	5016500	5000000		0	H16_Kikongo	H14 - H16	1	"8, H16g_Ntandu ; H16a_Kisolongo_DRC_2012 ; H16b_Kindibu_2013 ; H16g_Kimpangu_2012 ; H16h_Kinkanu_2012 ; H16_Kimbata_Ngidinga ; H16_Kimbeko"	
1	0	0	104955	106684	ldi	laar1238	-6.56	14756	14756	Laari	30795	Narrow Bantu	"90,600 in Congo (2000)."	90600			0	H16f_Laadi	H14 - H16	1	"2, H111_Hangala"	
0	0	0	104955	106438	kwy	sans1272	-5.33539	13.3587	133.587	San Salvador Kongo	30808	Narrow Bantu	"537,000 (2000)."	537000			0	H16a_Kisikongo_2013	H14 - H16	1		
2	0	0	104955	106449	yom	yomb1244	-4.86227	12.6362	126.362	Yombe	30839	Narrow Bantu	"669,000 in Democratic Republic of the Congo (2002). Total users in all countries: 734,400."	669000			0	H16c_Yombe	H14 - H16	1	"6, H16d_Ciwoyo_DRC_2012 ; H16c_Kiyombe_DRC_1982 ; H16_Cizobe ; H16_Cimbala ; H16_Cilinji"	
4	0	0	104955	30813	kmb	kimb1241	-8.97835	14.8893	148.893	Kimbundu	30816	Narrow Bantu	"1,700,000 (2015 L. Jordan). Ethnic population: 6,000,000 (2015 L. Jordan)."	1700000			0	H21a_Kimbundu	H21	1		
0	0	0	104955	30813	smd	sama1300	-9.86931	13.8713	138.713	Sama (Angola)	30821	Narrow Bantu	"24,200 (2000)."	24200			0		H22	0		
0	0	0	104955	30813	blv	bolo1261	-10.3511	15.0867	150.867	Bolo	30814	Narrow Bantu	"2,630 (2000)."	2630			0		H23	0		
0	0	0	104955	30813	nsx	nson1238	-10.5166	16.7348	167.348	Nsongo	30815	Narrow Bantu	"50,000 (1978 UBS)."	50000			0		H24	0		
0	0	0	104955	107686	noq	ngon1267	-5.5	18.2	18.2	Ngongo (Democratic Republic of Congo)	30824	Narrow Bantu	"4,080 (2000)."	4080			2		H31	1		
2	0	0	104955	106439	yaf	yaka1269	-6.93964	16.9965	169.965	Yaka (Democratic Republic of Congo)	30831	Narrow Bantu	"700,000 in Democratic Republic of the Congo (2000 SIL). Total users in all countries: 900,000."	700000			0	H31_Yaka	H31	1		
0	0	0	104955	106439	sub	suku1259	-5.76495	17.7736	177.736	Suku	30829	Narrow Bantu	"50,000 (1980 UBS)."	50000			0	H32_Suku	H32	1		
0	0	0	104955	106278	shc	sond1250	-6.32223	18.3555	183.555	Sonde	30823	Narrow Bantu	"96,000 (2002)."	96000			0	H321_Soonde	H321	1		
2	0	0	104955	106442	mxg	mban1264	-9.15592	17.4086	174.086	Mbangala	30825	Narrow Bantu	"400,000 (2012)."	400000			0		H34	0		
0	0	0	104955	106278	mdp	mbal1257	-5.11888	18041	18041	Mbala	30745	Narrow Bantu	"200,000 (Nida 1972)."	200000			1	H41_Mbala	H41	1		
0	0	0	104955	106271	hum	hung1278	-3.69695	18.4312	184.312	Hungana	30848	Narrow Bantu	400	400			1	H42_Hunganna	H42	1		
2	0	0	104955	30483	koo	konz1239	0.32395	29.8696	298.696	Konzo	30494	Narrow Bantu	"609,000 in Uganda (2002 census), increasing."	609000			1		JD41	0		
9	0	0	104955	30483	nnb	nand1264	-0.24904	29.0243	290.243	Nande	30484	Narrow Bantu	"903,000 (1991 UBS)."	903000			0		JD42	0		
0	0	0	104955	106692	hke	hund1239	-1.46762	28.9308	289.308	Hunde	30451	Narrow Bantu	"200,000 (1980 UBS)."	200000			0		JD51	0		
0	0	0	104955	106692	hav	havu1238	-1.99975	28.8624	288.624	Havu	30459	Narrow Bantu	"506,000 (2002)."	506000			1		JD52	0		
0	0	0	104955	107694	nyg	nyin1248	-3.03802	28.6434	286.434	Nyindu	30460	Narrow Bantu	"8,400 (2002)."	8400			1		JD53 JD501	0		
4	0	0	104955	106692	shr	shii1238	-2.55777	28.6122	286.122	Shi	30452	Narrow Bantu	"654,000 (1991 UBS)."	654000			0	JD53_Shi	JD53 JD501	1		
2	0	0	104955	106692	tbt	temb1270	-1.91863	28.5778	285.778	Tembo (Kitembo)	30447	Narrow Bantu	"150,000 (1994 SIL)."	150000			1		JD531	0		
0	0	0	104955	106464	kcw	kabw1242	-4.36966	29.1684	291.684	Kabwari	30450	Narrow Bantu	"8,400 (2002)."	8400			1		JD56	0		
7	0	0	104955	30521	kin	kiny1244	-1.56771	29.6441	296.441	Kinyarwanda	30522	Narrow Bantu	"10,600,000 in Rwanda (2013). Total users in all countries: 11,299,900."	10600000			0		JD61	0		
0	0	0	104955	30521	run	rund1242	-1.44174	31.3191	313.191	Rundi	30533	Narrow Bantu	"10,000,000 in Burundi (2006 World Factbook), increasing. No monolinguals. Ethnic population: 10,000,000. Total users in all countries: 10,661,000."	10000000			2	JD62_Rundi	JD62	1		
0	0	0	104955	107697	flr	fuli1240	-3.04022	28.9865	289.865	Fuliiru	30458	Narrow Bantu	"400,000 (2012 SIL)."	400000			2		JD63 JD631	0		
0	0	0	104955	107697	job	joba1238	-3.45787	28.9978	289.978	Joba	30457	Narrow Bantu	"10,000 (1989 SIL)."	10000			1		JD63 JD631	0		
0	0	0	104955	107695	suj	shub1238	-2.97663	31.0681	310.681	Shubi	30534	Narrow Bantu	"153,000 (1987)."	153000			1	JD64_Shubi	JD64	1		
0	0	0	104955	107695	han	hang1260	-2.52347	30.7074	307.074	Hangaza	30530	Narrow Bantu	"150,000 (1987)."	150000			0	JD65_Hangaza	JD65	1		
0	0	0	104955	30521	haq	haaa1252	-3.77873	30.4894	304.894	Ha	30532	Narrow Bantu	"990,000 (Johnstone and Mandryk 2001). Many monolinguals."	990000			0	JD66_Kiha	JD66	1		
0	0	0	104955	30521	vin	vinz1238	-4.99312	30.5699	305.699	Vinza	30535	Narrow Bantu	"10,000 (1987)."	10000			0	JD67_Kivinza	JD67	1		
0	0	0	104955	106291	rub	gung1250	2.06754	31.4819	314.819	Gungu	30433	Narrow Bantu	"49,000 (2002 census), increasing."	49000			0		JE101	0		
0	0	0	104955	106690	tlj	tali1258	0.676185	29.9494	299.494	Talinga-Bwisi	30465	Narrow Bantu	"68,500 in Uganda (2002 census), increasing. Total users in all countries: 99,400."	68500			5		JE102	0		
2	0	0	104955	106690	ruc	ruul1235	1.41726	32.4179	324.179	Ruuli	30418	Narrow Bantu	"160,000 (2002 census), increasing. Ethnic population: 161,000 (2002 census). 140,000 Baruli, 21,000 Banyara."	160000			0		JE103	0		no description
2	0	0	104955	107048	nyo	nyor1246	0.95294	31.3493	313.493	Nyoro	30435	Narrow Bantu	"667,000 (2002 census), increasing."	667000			0	JE11_Runyoro	JE11	1		
1	0	0	104955	107048	ttj	toor1238	0.57291	30.6389	306.389	Tooro	30421	Narrow Bantu	"488,000 (1991 census), increasing. 20,500 Tuku (2002 census)."	488000			0	JE12_Rutooro	JE12	1		
1	0	0	104955	106690	nix	hema1238	1.04953	30.0872	300.872	Hema	30428	Narrow Bantu	"125,000 (2000)."	125000			4		JE121	0		
3	0	0	104955	107047	nyn	nyan1307	-0.46364	30548	30548	Nyankole	30442	Narrow Bantu	"2,330,000 (2002 census), increasing."	2330000			0	JE13_Runyankore	JE13	1		
0	0	0	104955	107047	cgg	chig1238	-1.04387	29.9122	299.122	Chiga	30431	Narrow Bantu	"1,580,000 (2002 census), increasing."	1580000			0	JE14_Rukiga	JE14	1		
4	0	0	104955	106599	lug	gand1255	0.66884	32.1515	321.515	Ganda	30423	Narrow Bantu	"4,130,000 in Uganda (2002 census), increasing. L2 users: 1,000,000 in Uganda (Wiesenfeld 1999). Total users in all countries: 5,133,450 (as L1: 4,133,450; as L2: 1,000,000)."	4133450	1000000		0	JE15_Luganda	JE15	1		
0	0	0	104955	106689	lke	keny1278	1.1513	33.4791	334.791	Kenyi	30430	Narrow Bantu	"62,000 (2002 census), increasing."	62000			1		JE16	0		no description
3	0	0	104955	106689	xog	soga1242	0.40456	33.3942	333.942	Soga	30438	Narrow Bantu	"2,060,000 (2002 census), increasing. 185,000 Lulamogi, 169,000 Lusiki (Busoga Cultural Research Centre)."	2060000	100000	Bentz	0	JE16_Lusoga	JE16	1		
0	0	0	104955	106599	gwr	gwer1238	1.11392	33.8227	338.227	Gwere	30434	Narrow Bantu	"409,000 (2002 census), increasing."	409000			4	JE17_Gwere	JE17	1		
1	0	0	104955	106691	now	nyam1277	-1.6096	30.9156	309.156	Nyambo	30481	Narrow Bantu	"400,000 (2003)."	400000			1	JE21_Runyambo	JE21	1		
9	0	0	104955	106691	hay	haya1250	-1.70878	31.4846	314.846	Haya	30466	Narrow Bantu	"1,740,000 (2013 J. Leclerc)."	1740000			1	JE22_Haya	JE22	1		
2	0	0	104955	106463	zin	zinz1238	-2.64132	32.1755	321.755	Zinza	30462	Narrow Bantu	"138,000 (1987), decreasing."	138000			0	JE23_Zinza	JE23	1		
0	0	0	104955	106463	ked	kere1283	-2.09315	33.5326	335.326	Kerewe	30477	Narrow Bantu	"100,000 (1987)."	100000			1	JE24_Kerebe	JE24	1		
0	0	0	104955	106597	jit	jita1239	-1.62681	33.9141	339.141	Jita	30476	Narrow Bantu	"205,000 (2005 SIL), increasing."	205000			1	JE25_Jita	JE25	1		
1	0	0	104955	106597	kya	kway1241	-1.80737	33.71	33.71	Kwaya	30479	Narrow Bantu	"115,000 (2005 SIL). Ethnic population: 115,000. 70,000 Kwaya and 45,000 Ruri."	115000			2	JE25_Mkwaya	JE251 JE253	1		
0	0	0	104955	106597	reg	kara1481	-1.83511	33.0488	330.488	Kara (Tanzania)	30478	Narrow Bantu	"86,000 (1987), decreasing."	86000			0	JE25_Kilegi	JE252	1		
2	0	0	104955	106761	bxk	buku1249	0.68043	34.7719	347.719	Bukusu	30506	Narrow Bantu	"1,433,000 (2009 census), increasing."	1433000			4	JE31c_Bukusu	JE31	1		
5	0	0	104955	106761	myx	masa1299	1.05906	34.2829	342.829	Masaaba	30514	Narrow Bantu	"1,120,000 (2002 census), increasing."	1120000			6	JE31_Lumasaaba	JE31	1		
0	0	0	104955	106806	lts	tach1242	NA	NA	NA	Tachoni	30415	Narrow Bantu	"118,000 (2009 census)."	118000			10		JE31	0		
0	0	0	104955	106806	nle	east2409	0.38163	34.6626	346.626	East Nyala	30505	Narrow Bantu	"273,000 (2009 census)."	273000			7		JE32	0		
0	0	0	104955	106761	lkb	kabr1240	NA	NA	NA	Kabras	30411	Narrow Bantu	"253,000 (2009 census)."	253000			10		JE32	0		no description
0	0	0	104955	106806	lks	kisa1263	0.1529	34.5708	345.708	Kisa	30410	Narrow Bantu	"137,000 (2009 census)."	137000			6		JE32	0		
0	0	0	104955	106806	lrm	mara1392	NA	NA	NA	Marama	30408	Narrow Bantu	"152,500 (2009 census)."	152500			10		JE32	0		no description
0	0	0	104955	106806	lto	tsot1241	0.2975	34.6961	346.961	Tsotso	30409	Narrow Bantu	"122,000 (2009 census)."	122000			7		JE32	0		
0	0	0	104955	106806	lwg	wang1294	NA	NA	NA	Wanga	30412	Narrow Bantu	"309,000 (2009 census)."	309000			10		JE32	0		
0	0	0	104955	106806	nyd	nyor1244	0.07523	34.6166	346.166	Nyore	30499	Narrow Bantu	"311,000 (2009 census), increasing."	311000			6		JE33	0		
0	0	0	104955	106807	lsm	saam1283	0.3652	34.0335	340.335	Saamia	30416	Narrow Bantu	"355,000 in Uganda (2002 census), increasing. 280,000 Basaamia and 75,300 Bagwe (2002 census). Total users in all countries: 480,000."	355000			1	JE34_Samialugwe	JE34 JE343	1	"2? , JE32_Luyia"	
0	0	0	104955	106807	lko	khay1238	NA	NA	NA	Khayo	30414	Narrow Bantu	"125,000 (2009 census)."	125000			10		JE341	0		
0	0	0	104955	106807	lri	mara1393	NA	NA	NA	Marachi	30413	Narrow Bantu	"155,000 (2009 census)."	155000			10		JE342	0		
4	0	0	104955	106462	nuj	nyol1238	0.88072	33.9181	339.181	Nyole	30509	Narrow Bantu	"341,000 (2002 census), increasing."	341000			4		JE35	0		
0	0	0	104955	106687	ngq	ngur1263	-1.8485	34.6173	346.173	Ngurimi	30086	Narrow Bantu	"55,000 (2005 SIL)."	55000			4	JE401_Ngoreme	JE401	1		
0	0	0	104955	106687	ikz	ikiz1238	-1.9915	34.3589	343.589	Ikizu	30088	Narrow Bantu	"55,000 (2005 SIL)."	55000			4	JE402_Ikizu	JE402 JE404	1	"2, JE404_Shasi"	
0	0	0	104955	106686	sxb	suba1238	-0.95719	34.1033	341.033	Suba	30092	Narrow Bantu	"139,000 (2009 census), increasing."	139000			2	JE403_Suba	JE403	1		
0	0	0	104955	106686	ssc	suba1252	-0.95719	34.1033	341.033	Suba-Simbiti	30089	Narrow Bantu	"113,000 (2011). Spoken by 6 ethnic groups in Tarime District: Hacha (4,200), Kine (14,500), Surwa (4,200), Sweta (12,800) and Simbiti (33,000), and Kiroba (30,000)."	113000			2		JE403	0		
0	0	0	104955	106596	cwa	kabw1241	-1.7124	34.3923	343.923	Kabwa	30085	Narrow Bantu	"14,000 (2011 SIL)."	14000			4		JE405	0		
0	0	0	104955	106599	sgm	sing1266	-0.24587	33.8997	338.997	Singa	30432	Narrow Bantu	No known L1 speakers.	0			0		JE406	0		no description
0	0	0	104955	106462	rag	logo1258	0.09487	34729	34729	Logooli	30504	Narrow Bantu	"618,000 in Kenya (2009 census), increasing. Total users in all countries: 618,300."	618000			6	JE41_Maragoli	JE41	1		
3	0	0	104955	106598	ida	idak1243	0.21557	34817	34817	Idakho-Isukha-Tiriki	30500	Narrow Bantu	"598,000 (2009 census), increasing. Idakho 171,000; Isukha 217,000; Tiriki 210,000 (2009 census)."	598000			7		JE411 JE413	0		
0	0	0	104955	106686	guz	gusi1247	-0.78872	34.7675	347.675	Gusii	30080	Narrow Bantu	"2,205,000 in Kenya (2009 census), increasing. L2 users: 500,000 in Kenya. Total users in all countries: 2,705,300 (as L1: 2,205,300; as L2: 500,000)."	2205300	500000		1	JE42_Gusii	JE42	1		
7	0	0	104955	106686	kuj	kuri1259	-1.50636	34.5049	345.049	Kuria	30072	Narrow Bantu	"430,000 in Tanzania (2005 SIL). Total users in all countries: 690,000."	430000			3	JE43_Kuria	JE43 JE431 - JE434	1	"3, JE43_Kuria_Mago ; JE43_Kuria_Tari"	
3	0	0	104955	106687	zak	zana1238	-2.26367	34.0542	340.542	Zanaki	30081	Narrow Bantu	"100,000 (2005 SIL)."	100000			1	JE44_Zanaki	JE44	1		
1	0	0	104955	106687	ntk	ikom1245	-1.94989	34.5361	345.361	Ikoma-Nata-Isenye	30090	Narrow Bantu	"36,000 (2005 SIL). Includes 15,000 Ikoma, 11,500 Nata, 9,500 Isenye."	36000			4	JE45_Nata	JE45	1		
1	0	0	104955	106426	cjk	chok1245	-9.66082	21.3992	213.992	Chokwe	30748	Narrow Bantu	"456,000 in Angola (1991). Total users in all countries: 977,700."	456000			0	K11_Ciokwe	K11	1		
0	0	0	104955	106575	lum	luim1238	-11.2221	17.5385	175.385	Luimbi	30755	Narrow Bantu	"43,900 (2000)."	43900			0		K12a	0		
0	0	0	104955	106427	lch	luch1239	-14.0648	22.2437	222.437	Luchazi	30751	Narrow Bantu	"400,000 in Angola (2011 S. Floor). Total users in all countries: 430,600."	400000			0		K13 K12b K17	0		
0	0	0	104955	106575	mfu	mbwe1238	-13.3267	18.2243	182.243	Mbwela	30750	Narrow Bantu	"222,000 (Johnstone and Mandryk 2001)."	222000			0		K13 K12b K17	0		
0	0	0	104955	106427	nba	nyem1238	-15709	18.2515	182.515	Nyemba	30754	Narrow Bantu	"222,000 in Angola (Johnstone and Mandryk 2001). Total users in all countries: 231,540."	222000			0		K13 K12b K17	0		
0	0	0	104955	106426	lue	luva1239	-13.5382	22.2924	222.924	Luvale	30753	Narrow Bantu	"171,000 in Zambia (2010 census). Total users in all countries: 635,000."	171000			0	K14_Lwena	K14	1		
0	0	0	104955	106575	mck	mbun1249	-14603	21.9768	219.768	Mbunda	30747	Narrow Bantu	"135,000 in Angola (Johnstone and Mandryk 2001). Total users in all countries: 218,000."	135000			0	K15_Mbunda	K15 K18	1		
0	0	0	104955	106427	nkn	nkan1238	-13.3688	19.0476	190.476	Nkangala	30752	Narrow Bantu	"22,300 (2000)."	22300			0		K15 K18	0		no description
0	0	0	104955	107683	nye	nyen1257	-17.2314	22.4787	224.787	Nyengo	30756	Narrow Bantu	"9,380 (2000)."	9380			0		K16	0		
0	0	0	104955	106770	loz	lozi1239	-17.7052	24.7398	247.398	Lozi	30219	Narrow Bantu	"612,000 in Zambia (2010 census). Total users in all countries: 721,000."	612000			2	K21_Lozi	K20 (K21)	1		
6	0	0	104955	106268	lyn	luya1241	-15.2221	18.8037	188.037	Luyana	30770	Narrow Bantu	"2,880 in Zambia (2010 census). 1,000 Kwandi, 1,400 Kwangwa, 480 Luyana (2010 census)."	2880			0	K31_Luyana	K31	1		
0	0	0	104955	106268	mxo	mbow1246	-14.2941	23.9819	239.819	Mbowe	30777	Narrow Bantu	460 (2010 census).	460			0		K32	0		
1	0	0	104955	106434	kwn	kwan1273	-17.9026	19256	19256	Kwangali	30778	Narrow Bantu	"157,000 in Namibia (2002 J. Leclerc). Total users in all countries: 167,900."	157000			1	K33_Kwangali	K33	1		
0	0	0	104955	106434	diu	diri1252	-18.1681	20.6678	206.678	Diriku	30733	Narrow Bantu	"10,000 in Namibia (2002 J. Leclerc). Total users in all countries: 36,000."	10000			0	K332_Rumanyo	K331 K334 K332	1		
0	0	0	104955	106435	mhw	mbuk1240	-17.6827	22.5026	225.026	Mbukushu	30780	Narrow Bantu	"6,900 in Namibia (2002 J. Leclerc). Total users in all countries: 35,900."	6900			0		K333	0		
3	0	0	104955	106435	mho	mash1267	-16.7256	22.5983	225.983	Mashi (Zambia)	30758	Narrow Bantu	"18,800 in Zambia (2010 census). Total users in all countries: 21,630."	18800			1		K34	0		
7	0	0	104955	107683	sie	sima1258	-15.7434	22.6455	226.455	Simaa	30762	Narrow Bantu	"16,700 (2010 census). 1,980 Imilangu, 9,300 Koma, 2,870 Mwenyi, 2,530 Simaa. Ethnic population: 27,600 (2010 census). 3,630 Imilangu, 14,300 Koma, 4,600 Mwenyi, 5,000 Simaa (2010 census)."	16700			0		K35	0		
0	0	0	104955	106453	fwe	fwee1238	-17.7237	24.4315	244.315	Fwe	30742	Narrow Bantu	"9,950 in Namibia (2002 J. Leclerc)."	9950			1		K402	0		
0	0	0	104955	106452	sbs	subi1246	-17.5696	24.8867	248.867	Subiya	30744	Narrow Bantu	"23,000 in Namibia (2002 J. Leclerc). Total users in all countries: 30,830."	23000			1		K42 (K401)	0		
0	0	0	104955	106442	pem	phen1239	-5.64735	19.8275	198.275	Phende	30736	Narrow Bantu	"420,000 (1991 UBS)."	420000			0	L11_Pende	L11	1		
2	0	0	104955	106277	hol	holu1245	-8.14754	17572	17572	Holu	30737	Narrow Bantu	"23,100 in Angola (2000). Total users in all countries: 28,200."	23100			0	L12b_Holu	L12	1		
0	0	0	104955	107687	smx	samb1309	-6.21344	17.1658	171.658	Samba	30740	Narrow Bantu	"4,200 (2002)."	4200			0		L12 (H33)	0		
0	0	0	104955	106442	kws	kwes1244	-5.60445	18.5759	185.759	Kwese	30735	Narrow Bantu	"60,000.00"	60000			1	L13_Kwese	L13	1		
0	0	0	104955	106576	kcv	kete1252	-7.15104	22.9027	229.027	Kete	30626	Narrow Bantu	"8,400 (2002)."	8400			0		L21	0		
0	0	0	104955	106276	lwa	lwal1238	-7.16388	22.1097	221.097	Lwalu	30644	Narrow Bantu	"21,000 (Welmers 1971a)."	21000			0	L221_Lwalwa	L221	1		
3	0	0	104955	106276	sop	song1303	-5.71993	25.2765	252.765	Songe	30627	Narrow Bantu	"1,000,000 (Hoffman 1991). 150,000 in Western Kalebwe (1982 UBS)."	1000000			0	L23_Songe	L23	1		
0	0	0	104955	106276	bpj	binj1249	-6.7	21.7	21.7	Binji	30639	Narrow Bantu	"165,000 (2000)."	165000			0		L231	0		
0	0	0	104955	106276	luj	luna1244	-5.08693	23.5426	235.426	Luna	30631	Narrow Bantu	"50,000.00"	50000			0		L24	0		
2	0	0	104955	106587	lua	luba1249	-5.72717	22.4422	224.422	Luba-Lulua	30646	Narrow Bantu	"6,300,000 (1991 UBS). L2 users: 700,000."	6300000	700000		0	L31a_Luba-Kasai	L31	1		
0	0	0	104955	106441	kny	kany1247	-7.31878	23613	23613	Kanyok	30643	Narrow Bantu	"200,000 (1991 UBS)."	200000			0	L32_Kanyok	L32	1		
0	0	0	104955	106440	lub	luba1250	-8.2816	25.8918	258.918	Luba-Katanga	30645	Narrow Bantu	"1,510,000 (1991 UBS)."	1510000			0	L33_Luba-Shaba	L33	1		
0	0	0	104955	106587	hem	hemb1242	-7.77459	27.5913	275.913	Hemba	30642	Narrow Bantu	"181,000 (2000)."	181000			0	L34_Hemba	L34	1		
0	0	0	104955	106440	sng	sang1331	-10.0236	26.8462	268.462	Sanga (Democratic Republic of Congo)	30641	Narrow Bantu	"431,000 (1991 UBS)."	431000			0	L35_Sanga	L35	1		
0	0	0	104955	106440	kqn	kaon1241	-12.4129	25.7646	257.646	Kaonde	30623	Narrow Bantu	"206,000 in Zambia (2010 census). Total users in all countries: 242,000."	206000			0	L41_Kaonde	L40 (L41)	1		
1	0	0	104955	106265	slx	sala1268	-5.44937	23.1502	231.502	Salampasu	30782	Narrow Bantu	"60,000 (Voegelin and Voegelin 1977)."	60000			0	L51_Salampasu	"L51 , L511"	1		
7	0	0	104955	106428	lun	lund1266	-11.1793	23.8662	238.662	Lunda	30784	Narrow Bantu	"225,000 in Zambia (2010 census). 214,000 Lunda, 10,900 Ndembu (2010 census). Total users in all countries: 403,000."	225000			0	L52_Lunda	L52	1		
0	0	0	104955	106576	rnd	ruun1238	-8.86971	21.4164	214.164	Ruund	30792	Narrow Bantu	"153,000 in Democratic Republic of the Congo (2000). Total users in all countries: 251,500."	153000			0	L53_Runda	L53	1		
6	0	0	104955	106101	nka	nkoy1244	-14.8513	24.7649	247.649	Nkoya	30616	Narrow Bantu	"36,200 (2010 census). 1,190 Mashasha, 35,000 Nkoya (2010 census)."	36200			0	L62_Nkoya	"L60 (L601-L603, L61-L62)"	1		
0	0	0	104955	106594	piw	pimb1238	-6.81358	31.4289	314.289	Pimbwe	30864	Narrow Bantu	"29,000 (1987)."	29000			0	M11_Pimbwe	M11	1		
0	0	0	104955	107042	rnw	rung1255	-7.24959	31.7614	317.614	Rungwa	30868	Narrow Bantu	"18,000 (1987)."	18000			0	M12_Lungwa	M12	1		
